"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","CPIFORECAST","TOT","AGRWTH","Q","1995-Q2",31.748767769015,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1995-Q3",25.733402897899,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1995-Q4",22.5795852714321,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1996-Q1",20.6622712275037,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1996-Q2",19.6775866495514,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1996-Q3",20.0039762052175,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1996-Q4",18.9493567871988,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1997-Q1",17.5697222070982,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1997-Q2",15.0118824008215,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1997-Q3",14.2251957974343,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1997-Q4",13.1432405100172,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1998-Q1",13.7176952353568,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1998-Q2",12.9810475690493,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1998-Q3",10.8720594197107,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1998-Q4",9.06017351836156,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1999-Q1",6.19992577083893,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1999-Q2",6.29620996599117,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1999-Q3",7.07222070107319,
"POL","CPIFORECAST","TOT","AGRWTH","Q","1999-Q4",8.98342917036099,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2000-Q1",10.2218729977663,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2000-Q2",9.9895537600132,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2000-Q3",10.4261630054431,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2000-Q4",9.0040088328457,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2001-Q1",6.81655181071667,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2001-Q2",6.56911958407082,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2001-Q3",4.73284474580362,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2001-Q4",3.63406837145573,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2002-Q1",3.68314404812787,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2002-Q2",2.09409336784774,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2002-Q3",1.10706918639961,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2002-Q4",0.789000785723904,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2003-Q1",0.439213638426259,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2003-Q2",0.34127512417931,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2003-Q3",0.659365021507928,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2003-Q4",1.29045179823081,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2004-Q1",1.69646545930253,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2004-Q2",3.26725808878114,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2004-Q3",4.32410619714091,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2004-Q4",4.23099332690506,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2005-Q1",3.81728858025815,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2005-Q2",2.29152891121501,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2005-Q3",1.47413123216693,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2005-Q4",1.20597805103226,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2006-Q1",0.984627110091512,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2006-Q2",1.18025459385908,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2006-Q3",1.63821401580918,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2006-Q4",1.33328743083513,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2007-Q1",1.98282380762356,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2007-Q2",2.35578455689442,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2007-Q3",1.96504419428564,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2007-Q4",3.52387621194474,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2008-Q1",4.13582635172039,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2008-Q2",4.20230801586501,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2008-Q3",4.6177340427668,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2008-Q4",3.71109800460001,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2009-Q1",3.39558164224326,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2009-Q2",4.03701722291498,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2009-Q3",4.04906457036297,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2009-Q4",3.69613742449336,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2010-Q1",3.14976882617317,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2010-Q2",2.19111668024488,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2010-Q3",2.09442370362918,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2010-Q4",2.89572305103709,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2011-Q1",3.94454990248101,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2011-Q2",4.53911087897022,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2011-Q3",4.12026566157189,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2011-Q4",4.35108143898972,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2012-Q1",4.06680826257097,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2012-Q2",3.90286211031218,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2012-Q3",3.64395571984776,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2012-Q4",2.6491940528559,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2013-Q1",1.41897026051818,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2013-Q2",0.702748526699822,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2013-Q3",1.12499020615714,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2013-Q4",0.726251421157657,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2014-Q1",0.837236248187474,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2014-Q2",0.369403906260296,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2014-Q3",-0.299698023689331,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2014-Q4",-0.683831041365608,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2015-Q1",-1.17050084329757,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2015-Q2",-0.75764474398419,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2015-Q3",-0.74229935878227,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2015-Q4",-0.824833312572738,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2016-Q1",-1.02826821060756,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2016-Q2",-1.04481117678223,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2016-Q3",-0.8005383503735,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2016-Q4",0.218612476988563,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2017-Q1",1.99449197558302,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2017-Q2",1.85855340876808,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2017-Q3",2.03553079279893,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2017-Q4",2.41262508580339,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2018-Q1",1.69000191947853,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2018-Q2",1.89209071571982,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2018-Q3",2.04608224798823,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2018-Q4",1.62528900383558,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q1",1.1640942766304,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q2",2.27599294484549,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q3",2.62956148286494,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.83025256334168,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",4.54650058289908,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",3.08699346130262,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.01393404550944,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.87605462832234,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",2.80687763052515,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",4.23343147194366,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",5.3222914329157,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",7.82074426915497,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",9.66725717723102,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",13.8706000731928,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",16.4437670661808,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",16.4724235554367,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",14.8904240131855,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",11.1012399316696,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",8.12908917175002,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",9.38884555044999,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",8.47637726077506,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",7.67601048314997,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",7.09168087519994,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.54593904200003,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1961-Q1",1.78620828112842,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1961-Q2",2.20676350347181,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1961-Q3",2.19989291588921,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1961-Q4",2.43462047091073,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1962-Q1",3.97887641616082,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1962-Q2",4.86131068449005,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1962-Q3",5.40397171197523,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1962-Q4",4.81090121737603,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1963-Q1",3.44628831722003,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1963-Q2",2.72545747111167,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1963-Q3",2.25464506090427,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1963-Q4",3.07356287442541,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1964-Q1",3.14686767791228,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1964-Q2",2.79056730781135,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1964-Q3",3.66709059579741,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1964-Q4",3.93374877085296,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1965-Q1",3.78880807548008,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1965-Q2",4.31890171943455,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1965-Q3",6.11310564565227,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1965-Q4",5.78683998882665,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1966-Q1",7.48138659809411,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1966-Q2",7.68106093588893,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1966-Q3",5.09314330924232,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1966-Q4",5.45606366569477,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1967-Q1",4.55100046033835,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1967-Q2",4.33201589065141,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1967-Q3",4.63299941167033,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1967-Q4",3.65479115973801,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1968-Q1",2.56211889599548,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1968-Q2",1.91604714517835,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1968-Q3",1.55536998806774,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1968-Q4",1.73922461261762,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1969-Q1",1.85186861673553,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1969-Q2",2.44411955004979,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1969-Q3",2.94026925218566,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1969-Q4",3.52978407802092,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1970-Q1",5.87635818538256,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1970-Q2",6.74695634530204,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1970-Q3",7.39894787387888,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1970-Q4",8.00565979825693,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1971-Q1",8.61267588186196,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1971-Q2",6.91563838431282,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1971-Q3",6.93676441163811,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1971-Q4",7.15505183801456,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1972-Q1",5.17161268578037,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1972-Q2",6.56017962629138,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1972-Q3",6.48347977834905,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1972-Q4",5.81125036280718,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1973-Q1",6.06187746563274,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1973-Q2",6.66734619050719,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1973-Q3",6.4881388306416,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1973-Q4",7.62185112944279,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1974-Q1",9.87417595613402,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1974-Q2",8.77163978435115,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1974-Q3",9.11131919194295,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1974-Q4",11.8270197480659,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1975-Q1",8.65974182829035,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1975-Q2",10.0069755684949,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1975-Q3",11.5104011391568,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1975-Q4",8.95451858865007,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1976-Q1",10.9120603270661,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1976-Q2",11.1901704571352,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1976-Q3",9.48382249242744,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1976-Q4",9.49424536761357,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1977-Q1",9.31036502676529,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1977-Q2",10.726586406595,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1977-Q3",12.9112435668716,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1977-Q4",12.688940364208,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1978-Q1",13.5102249940611,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1978-Q2",10.9151529104638,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1978-Q3",8.30062387987265,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1978-Q4",7.59407940170315,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1979-Q1",5.69403344638407,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1979-Q2",6.13449835538377,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1979-Q3",7.6820604025935,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1979-Q4",9.24216260772654,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1980-Q1",13.1146132842414,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1980-Q2",13.346315598158,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1980-Q3",13.5459335496723,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1980-Q4",14.7502817423907,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1981-Q1",12.7581456856251,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1981-Q2",13.1383648611702,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1981-Q3",12.8100157887715,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1981-Q4",9.86320863204273,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1982-Q1",9.05470727388271,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1982-Q2",8.55845119210049,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1982-Q3",7.85940704532487,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1982-Q4",8.90174406038939,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1983-Q1",8.74442781449437,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1983-Q2",8.61469072570083,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1983-Q3",9.27331701117112,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1983-Q4",8.85043626949343,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1984-Q1",8.43514286946066,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1984-Q2",8.58323682169586,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1984-Q3",7.63323725205107,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1984-Q4",7.56519834299544,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1985-Q1",8.0647131881511,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1985-Q2",7.97994493068004,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1985-Q3",7.08569999439189,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1985-Q4",6.41346215546992,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1986-Q1",5.33738458438108,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1986-Q2",3.86678419351855,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1986-Q3",4.10275321457341,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1986-Q4",3.67144196003898,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1987-Q1",3.42155224145798,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1987-Q2",3.35017778128389,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1987-Q3",4.70231319434793,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1987-Q4",5.25019177942244,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1988-Q1",5.10020472951244,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1988-Q2",6.4312654915742,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1988-Q3",5.82076629271249,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1988-Q4",5.93934435467889,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1989-Q1",6.46857488161424,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1989-Q2",6.46664480457362,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1989-Q3",6.29298929106247,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1989-Q4",6.54459341422341,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1990-Q1",9.06119127530822,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1990-Q2",9.97796945636292,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1990-Q3",11.1799338201495,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1990-Q4",11.1836375855871,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1991-Q1",11.316625056292,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1991-Q2",10.2994368640993,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1991-Q3",8.45858298014207,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1991-Q4",7.85071977957679,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1992-Q1",3.44460217123953,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1992-Q2",2.18485433480389,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1992-Q3",2.16741822379292,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1992-Q4",1.73469721327637,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1993-Q1",5.07675296110862,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1993-Q2",4.99525268821667,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1993-Q3",4.51493778870154,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1993-Q4",4.33628418298956,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q1",1.76453489423356,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q2",2.0445056615953,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q3",2.52191132892491,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q4",2.29673075021149,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q1",2.68331377198024,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q2",2.76163836370064,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q3",2.22555478526366,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q4",2.15786423256569,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q1",1.50974797531503,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q2",0.806248486918532,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q3",0.120339711072131,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q4",-0.288461673967142,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q1",-0.127926590502182,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q2",0.193904217388416,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q3",1.02963045334088,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q4",1.54145325513934,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q1",0.582726157588715,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q2",0.125098714444272,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q3",-0.636192847167561,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q4",-1.12615293642327,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q1",-0.0375894865503098,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q2",0.162482723368686,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q3",0.668779288625865,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q4",1.05730802344204,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q1",0.813878411848639,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q2",0.82579255526018,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q3",0.869699228774828,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q4",1.0859984209411,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q1",1.515052307357,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q2",2.70775125941572,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q3",2.86642346749753,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q4",2.53067093629189,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q1",2.66120806156973,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q2",1.99087802007639,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q3",1.85186219150378,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q4",2.13818957452493,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q1",2.98012945453686,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q2",1.88595599562868,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q3",1.58279013877511,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q4",1.26754131358684,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q1",0.0570393418376669,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q2",0.440247155592013,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q3",0.549705182276935,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q4",0.448662095250402,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q1",0.29242448219568,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q2",0.329099652406399,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q3",0.501255711252617,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q4",0.689245265185696,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q1",0.824811011097243,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q2",1.54109566506302,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q3",1.56333150727936,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q4",1.50998496854791,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q1",1.97492126429255,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q2",1.81508698251834,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q3",1.92927160978169,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q4",3.12337003760306,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q1",3.22740399682706,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q2",3.79670308418844,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q3",4.30009592055466,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q4",2.4374724135317,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q1",0.754019322966966,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q2",-0.573541405060559,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q3",-1.39973857779455,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q4",-0.734753622686195,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q1",0.638837725642044,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q2",0.943795570271341,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q3",1.13763309155452,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q4",1.90996254956149,
